customer_id,age,income,tenure_months,orders,avg_order_value,discount_pct,support_tickets,web_sessions,email_open_rate,days_since_purchase,rating,channel,category,sentiment,feedback_theme,feedback,revenue,churn,priority_score,recommended_action
11052,27,76027.0,42,8,83.71,19.71,1,13,0.414,170,2.8,Email,Electronics,Neutral,Price,The customer said the price was high and asked for a better offer.,669.68,0,0.6052555555555557,Cross-sell
11879,44,37416.0,8,7,99.54,15.4,4,9,0.296,137,3.7,Mobile,Home,Neutral,Product Quality,The customer raised concerns about product quality and durability.,696.75,0,0.6051055555555556,Cross-sell
14013,46,93370.0,37,5,101.85,13.08,3,10,0.678,167,2.7,Web,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,509.26,0,0.6050944444444444,Engagement reminder
14027,49,82670.0,31,5,107.31,3.26,2,3,0.337,169,3.9,Web,Beauty,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,536.55,1,0.6049611111111112,Engagement reminder
17600,42,62108.0,43,2,86.5,11.84,3,13,0.524,175,4.0,Email,Electronics,Positive,Price,The customer said the price was high and asked for a better offer.,172.99,1,0.6049222222222223,Engagement reminder
15941,53,54751.0,62,6,72.45,25.57,7,11,0.491,95,2.4,Mobile,Beauty,Negative,Availability,The customer mentioned stock availability and product access.,434.71,0,0.6048555555555556,Cross-sell
13742,31,40544.0,34,8,37.36,33.19,1,19,0.321,180,3.9,Email,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",298.88,0,0.6048277777777779,Cross-sell
17183,43,62110.0,43,7,84.47,6.45,5,17,0.219,109,3.2,Web,Apparel,Neutral,Availability,The customer mentioned stock availability and product access.,591.28,0,0.6048111111111111,Cross-sell
17177,27,83064.0,37,4,128.37,22.92,1,9,0.558,176,2.4,Web,Electronics,Negative,Product Quality,The customer raised concerns about product quality and durability.,513.47,1,0.6047888888888889,Engagement reminder
12188,63,66092.0,62,8,120.45,33.74,1,11,0.233,167,3.6,Web,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,963.59,0,0.6047888888888889,Cross-sell
16894,35,39995.0,45,8,100.84,33.33,3,12,0.524,163,3.3,Web,Sports,Neutral,Price,The customer said the price was high and asked for a better offer.,806.71,0,0.6045055555555555,Cross-sell
12674,33,60258.0,49,8,141.84,22.76,2,9,0.568,171,2.8,Web,Home,Neutral,Availability,The customer mentioned stock availability and product access.,1134.75,0,0.6044555555555556,Cross-sell
16608,44,40144.0,54,5,138.49,37.59,4,7,0.473,134,2.6,Email,Beauty,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,692.45,0,0.6042888888888889,Engagement reminder
17309,47,70350.0,69,7,71.26,5.57,2,5,0.437,176,3.8,Mobile,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,498.81,0,0.6042666666666667,Cross-sell
17195,63,66948.0,51,10,102.29,21.54,4,12,0.353,140,3.6,Mobile,Home,Neutral,Availability,The customer mentioned stock availability and product access.,1022.91,0,0.6041222222222222,Cross-sell
17850,28,72685.0,68,8,101.46,21.48,4,11,0.601,164,3.7,Mobile,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,811.66,0,0.6041055555555556,Cross-sell
12782,58,69467.0,56,7,59.85,29.27,2,8,0.45,172,3.5,Mobile,Electronics,Neutral,Availability,The customer mentioned stock availability and product access.,418.92,1,0.6040277777777778,Cross-sell
13930,65,135756.0,42,8,95.71,1.05,2,6,0.432,167,3.3,Web,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,765.66,1,0.6040166666666668,Cross-sell
17760,68,98777.0,23,6,84.35,28.42,1,9,0.525,176,2.6,Email,Electronics,Neutral,Support,The customer described a slow or unsatisfactory support experience.,506.12,0,0.6038888888888889,Cross-sell
10953,47,97452.0,57,4,60.92,26.68,3,7,0.582,173,3.6,Mobile,Beauty,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,243.68,1,0.6038777777777777,Engagement reminder
17931,47,65640.0,5,5,119.91,17.32,4,11,0.482,165,4.4,Web,Apparel,Positive,Price,The customer said the price was high and asked for a better offer.,599.55,1,0.6038777777777777,Engagement reminder
11264,67,66095.0,72,6,74.63,9.38,3,7,0.373,144,3.0,Web,Sports,Neutral,Price,The customer said the price was high and asked for a better offer.,447.76,0,0.6037333333333333,Cross-sell
12084,49,73309.0,45,3,130.28,12.55,2,12,0.139,154,4.1,Mobile,Apparel,Positive,Features,The customer discussed missing features and requested improvements.,390.84,0,0.6037277777777779,Engagement reminder
12208,38,64473.0,13,10,76.63,14.66,4,12,0.324,122,2.7,Email,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,766.3,0,0.6036722222222222,Cross-sell
10272,59,63938.0,26,6,87.46,24.47,1,10,0.381,173,3.2,Email,Beauty,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",524.74,1,0.6035222222222223,Cross-sell
15190,29,87674.0,31,5,92.14,27.69,3,7,0.477,160,3.4,Store,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,460.72,0,0.603488888888889,Engagement reminder
15962,28,61803.0,53,5,146.04,8.41,4,8,0.719,176,3.8,Store,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,730.2,0,0.6034222222222223,Engagement reminder
17898,44,63687.0,62,5,51.86,12.88,2,14,0.454,172,3.5,Web,Beauty,Neutral,Support,The customer described a slow or unsatisfactory support experience.,259.29,1,0.6032277777777778,Engagement reminder
11489,30,48528.0,14,6,33.83,14.76,4,10,0.548,174,4.6,Web,Electronics,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,202.96,0,0.6031777777777778,Cross-sell
15386,33,48553.0,68,4,68.31,6.63,1,8,0.498,180,3.0,Email,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,273.23,0,0.6031777777777778,Engagement reminder
17130,68,70284.0,47,4,68.79,23.56,0,9,0.383,172,2.4,Store,Electronics,Negative,Availability,The customer mentioned stock availability and product access.,275.15,0,0.6031222222222222,Engagement reminder
14101,62,90768.0,53,8,68.07,16.63,4,10,0.256,146,4.5,Email,Sports,Positive,Product Quality,The customer raised concerns about product quality and durability.,544.54,0,0.6031055555555557,Cross-sell
11227,44,30280.0,43,4,97.26,32.08,2,11,0.356,158,3.2,Mobile,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,389.03,0,0.6029666666666668,Engagement reminder
15396,55,56413.0,18,6,133.86,27.89,2,17,0.495,135,1.1,Email,Sports,Negative,Availability,The customer mentioned stock availability and product access.,803.19,0,0.6028055555555556,Cross-sell
16102,25,94727.0,65,8,105.44,26.08,5,11,0.154,97,2.9,Web,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,843.54,0,0.6023944444444445,Cross-sell
15966,65,96111.0,13,5,51.44,32.21,3,12,0.408,138,2.5,Web,Home,Negative,Returns,"The customer asked about returns, refunds, or the return process.",257.2,0,0.6021500000000001,Engagement reminder
17077,37,63161.0,71,2,86.51,7.71,4,8,0.334,134,3.4,Store,Beauty,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,173.03,0,0.6020888888888889,Engagement reminder
12751,31,101570.0,51,7,139.87,33.82,3,12,0.441,173,4.4,Email,Home,Positive,Returns,"The customer asked about returns, refunds, or the return process.",979.06,0,0.6020777777777777,Cross-sell
13223,19,68530.0,20,7,103.11,6.58,3,9,0.594,180,4.0,Mobile,Home,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,721.75,0,0.6020333333333333,Cross-sell
10838,45,57433.0,58,5,121.54,37.16,2,12,0.539,174,3.2,Email,Apparel,Neutral,Price,The customer said the price was high and asked for a better offer.,607.72,1,0.6019222222222224,Engagement reminder
11822,32,55937.0,62,5,106.17,3.99,3,8,0.539,175,4.0,Web,Home,Neutral,Product Quality,The customer raised concerns about product quality and durability.,530.84,0,0.6019222222222221,Engagement reminder
13729,47,67733.0,70,8,123.95,1.38,2,8,0.353,164,3.6,Mobile,Electronics,Neutral,Price,The customer said the price was high and asked for a better offer.,991.61,0,0.6019000000000001,Cross-sell
13861,59,67758.0,6,4,96.27,26.15,1,9,0.588,179,2.5,Web,Home,Negative,Returns,"The customer asked about returns, refunds, or the return process.",385.09,0,0.6017055555555556,Engagement reminder
12700,27,88879.0,70,6,65.58,22.11,3,15,0.47,167,3.9,Store,Home,Neutral,Product Quality,The customer raised concerns about product quality and durability.,393.46,1,0.6016944444444445,Cross-sell
14572,20,60799.0,8,5,123.33,33.32,2,7,0.765,179,2.3,Mobile,Home,Negative,Support,The customer described a slow or unsatisfactory support experience.,616.66,1,0.6015833333333334,Engagement reminder
16417,47,56659.0,71,4,82.33,20.31,4,16,0.706,174,3.8,Store,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,329.31,0,0.6015777777777779,Engagement reminder
10926,59,74876.0,69,1,86.76,30.68,2,8,0.643,168,2.3,Email,Beauty,Negative,Support,The customer described a slow or unsatisfactory support experience.,86.76,1,0.6015388888888888,Engagement reminder
12695,28,62505.0,48,8,119.38,26.24,1,10,0.476,157,1.8,Email,Apparel,Negative,Features,The customer discussed missing features and requested improvements.,955.05,1,0.6014666666666667,Cross-sell
11989,20,65991.0,68,7,66.41,4.96,3,9,0.71,180,3.4,Store,Apparel,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,464.86,1,0.6013333333333333,Cross-sell
14759,22,74298.0,39,8,89.71,10.08,2,13,0.406,160,3.1,Store,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,717.7,0,0.6011611111111111,Cross-sell
13723,69,101357.0,5,6,110.81,38.07,3,9,0.395,160,3.9,Web,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,664.87,0,0.6011388888888889,Cross-sell
10162,35,53568.0,13,4,92.17,5.89,3,9,0.598,158,2.7,Email,Electronics,Neutral,Price,The customer said the price was high and asked for a better offer.,368.68,1,0.6010944444444444,Engagement reminder
16884,59,71371.0,28,10,93.64,38.92,1,2,0.404,179,3.5,Mobile,Electronics,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",936.43,0,0.6010055555555556,Cross-sell
17432,30,75313.0,7,8,90.25,37.77,2,7,0.42,173,3.8,Web,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,722.04,0,0.6010000000000001,Cross-sell
15709,30,82178.0,36,7,81.26,16.41,2,9,0.577,177,3.2,Email,Beauty,Neutral,Availability,The customer mentioned stock availability and product access.,568.83,1,0.6009888888888889,Cross-sell
15018,34,59736.0,19,2,131.36,8.95,3,14,0.464,156,3.3,Mobile,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",262.72,0,0.60095,Engagement reminder
10569,47,72540.0,17,8,107.34,18.46,5,11,0.637,155,3.8,Mobile,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,858.73,0,0.6009333333333334,Cross-sell
17398,57,83523.0,46,7,73.96,23.09,3,7,0.613,166,3.1,Mobile,Electronics,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",517.72,1,0.6008722222222223,Cross-sell
10068,36,90000.0,22,3,62.58,16.16,0,4,0.278,175,3.2,Email,Sports,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,187.73,0,0.6007888888888889,Engagement reminder
17601,21,74581.0,40,4,118.67,6.0,4,9,0.435,156,4.2,Email,Home,Positive,Price,The customer said the price was high and asked for a better offer.,474.7,1,0.6007777777777779,Engagement reminder
10907,37,68659.0,19,4,89.23,37.3,3,10,0.37,166,4.4,Mobile,Beauty,Positive,Price,The customer said the price was high and asked for a better offer.,356.9,0,0.6007222222222222,Engagement reminder
16957,24,63101.0,26,2,105.17,25.11,3,8,0.442,142,2.6,Web,Apparel,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,210.34,1,0.6004888888888888,Engagement reminder
16381,49,86565.0,2,4,76.68,36.6,1,5,0.433,178,3.3,Mobile,Sports,Neutral,Price,The customer said the price was high and asked for a better offer.,306.72,1,0.6004833333333334,Engagement reminder
14539,59,71769.0,34,8,92.74,19.69,3,12,0.558,171,3.7,Web,Sports,Neutral,Support,The customer described a slow or unsatisfactory support experience.,741.88,0,0.6004833333333333,Cross-sell
12845,28,60658.0,13,7,115.98,39.85,3,10,0.559,171,3.7,Store,Electronics,Neutral,Features,The customer discussed missing features and requested improvements.,811.87,1,0.6002833333333333,Cross-sell
13888,56,67649.0,15,3,101.99,21.68,4,6,0.722,163,3.1,Mobile,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,305.96,0,0.6001833333333334,Engagement reminder
12977,40,63108.0,66,5,82.55,1.59,2,13,0.727,153,1.0,Web,Electronics,Negative,Support,The customer described a slow or unsatisfactory support experience.,412.77,0,0.6001555555555556,Engagement reminder
14158,54,36584.0,9,6,84.16,23.56,5,12,0.459,142,4.0,Store,Beauty,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,504.98,0,0.6001444444444445,Cross-sell
10679,21,71958.0,23,7,91.37,4.89,4,7,0.241,145,4.6,Web,Electronics,Positive,Features,The customer discussed missing features and requested improvements.,639.59,1,0.6001333333333334,Cross-sell
12923,52,61804.0,72,3,133.98,15.57,5,12,0.598,151,3.8,Email,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,401.94,1,0.5998444444444445,Engagement reminder
11701,25,59652.0,56,3,104.48,9.93,2,10,0.419,169,3.6,Web,Sports,Neutral,Availability,The customer mentioned stock availability and product access.,313.45,0,0.5998111111111111,Engagement reminder
12207,24,75815.0,51,4,105.79,33.5,4,7,0.779,146,1.8,Web,Apparel,Negative,Support,The customer described a slow or unsatisfactory support experience.,423.15,1,0.5997555555555556,Engagement reminder
13851,52,76598.0,57,5,86.46,6.91,3,4,0.657,161,2.6,Mobile,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,432.28,0,0.5997111111111111,Engagement reminder
11505,37,62027.0,23,7,104.85,27.55,3,10,0.452,156,3.4,Store,Apparel,Neutral,Price,The customer said the price was high and asked for a better offer.,733.94,1,0.5995999999999999,Cross-sell
15387,29,60364.0,29,6,136.54,39.72,3,6,0.541,164,3.4,Store,Apparel,Neutral,Features,The customer discussed missing features and requested improvements.,819.27,1,0.5995777777777778,Cross-sell
10522,31,61550.0,11,6,58.15,3.54,2,8,0.493,167,3.1,Mobile,Electronics,Neutral,Price,The customer said the price was high and asked for a better offer.,348.92,0,0.5993166666666668,Cross-sell
16474,40,45266.0,10,9,87.22,1.37,1,18,0.634,177,2.2,Web,Electronics,Negative,Returns,"The customer asked about returns, refunds, or the return process.",784.99,0,0.5993111111111111,Cross-sell
12107,29,88275.0,64,2,90.58,27.07,2,7,0.391,151,2.7,Email,Home,Neutral,Features,The customer discussed missing features and requested improvements.,181.16,0,0.5991611111111113,Engagement reminder
15287,58,90415.0,48,4,92.79,11.05,2,10,0.25,150,3.4,Email,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,371.16,1,0.598888888888889,Engagement reminder
14787,66,90365.0,30,9,108.06,4.43,2,8,0.555,169,2.9,Email,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,972.52,0,0.5988611111111111,Cross-sell
15659,67,38396.0,67,5,149.35,2.35,2,10,0.471,180,4.0,Web,Home,Neutral,Product Quality,The customer raised concerns about product quality and durability.,746.75,0,0.5988555555555556,Engagement reminder
15700,40,64746.0,68,6,65.64,3.3,4,11,0.864,165,2.5,Mobile,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,393.86,1,0.5987277777777777,Cross-sell
11564,34,93610.0,16,3,71.22,10.33,5,7,0.663,163,4.2,Web,Apparel,Positive,Support,The customer described a slow or unsatisfactory support experience.,213.67,1,0.5985111111111111,Engagement reminder
17307,38,51622.0,43,7,31.41,7.49,3,12,0.168,135,3.7,Email,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",219.87,0,0.5984833333333334,Cross-sell
10435,28,65831.0,56,11,80.39,9.86,4,13,0.671,161,3.3,Email,Beauty,Neutral,Availability,The customer mentioned stock availability and product access.,884.27,0,0.5984388888888889,Cross-sell
10813,23,36865.0,49,9,112.6,21.32,2,9,0.125,152,4.2,Email,Home,Positive,Features,The customer discussed missing features and requested improvements.,1013.38,0,0.5983333333333334,Cross-sell
10077,20,88795.0,44,4,109.0,37.27,2,8,0.339,178,4.6,Web,Beauty,Positive,Product Quality,The customer raised concerns about product quality and durability.,436.01,1,0.5983111111111111,Engagement reminder
10854,53,57864.0,29,3,49.24,31.61,3,13,0.864,179,2.6,Mobile,Sports,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",147.73,1,0.5983111111111111,Engagement reminder
17198,41,56477.0,19,4,80.93,14.02,2,8,0.562,166,2.7,Mobile,Electronics,Neutral,Availability,The customer mentioned stock availability and product access.,323.74,1,0.5982944444444445,Engagement reminder
17631,43,36810.0,39,5,86.2,22.47,5,12,0.572,153,4.1,Email,Apparel,Positive,Price,The customer said the price was high and asked for a better offer.,431.02,0,0.598238888888889,Engagement reminder
15883,53,59741.0,10,8,130.2,6.46,3,5,0.538,180,4.4,Email,Apparel,Positive,Price,The customer said the price was high and asked for a better offer.,1041.58,1,0.5982333333333333,Cross-sell
10446,61,35996.0,55,5,93.76,3.17,2,11,0.404,172,3.9,Web,Apparel,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,468.81,0,0.5982277777777778,Engagement reminder
15349,69,76433.0,67,8,24.14,13.79,3,9,0.423,146,3.0,Web,Home,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",193.09,0,0.5981777777777777,Cross-sell
10896,56,60326.0,58,6,104.44,33.22,3,12,0.644,176,3.6,Mobile,Sports,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",626.65,1,0.5981444444444445,Cross-sell
11936,52,34780.0,1,4,116.04,29.57,2,10,0.326,170,4.2,Web,Home,Positive,Product Quality,The customer raised concerns about product quality and durability.,464.14,1,0.5981333333333334,Engagement reminder
16318,69,53271.0,4,10,47.99,30.99,3,10,0.559,170,3.7,Store,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,479.87,1,0.598061111111111,Cross-sell
12431,28,42802.0,41,6,127.81,30.77,5,9,0.737,161,3.7,Email,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,766.88,0,0.5980166666666666,Cross-sell
15187,24,73863.0,53,7,105.32,37.01,3,11,0.641,179,3.8,Mobile,Home,Neutral,Product Quality,The customer raised concerns about product quality and durability.,737.27,0,0.5979111111111112,Cross-sell
13683,35,23572.0,52,5,71.63,20.94,2,12,0.605,168,2.6,Mobile,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,358.15,0,0.5978888888888888,Engagement reminder
16688,62,79187.0,67,6,155.12,17.73,2,13,0.398,178,4.3,Web,Home,Positive,Availability,The customer mentioned stock availability and product access.,930.7,0,0.5977611111111111,Cross-sell
10399,55,85908.0,8,8,112.64,32.7,3,14,0.563,155,2.8,Mobile,Electronics,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",901.11,1,0.5976777777777779,Cross-sell
10971,22,106230.0,45,4,85.66,7.23,2,11,0.557,172,3.1,Mobile,Electronics,Neutral,Availability,The customer mentioned stock availability and product access.,342.63,1,0.5976277777777779,Engagement reminder
14153,19,64999.0,56,5,112.35,39.58,4,9,0.68,180,4.4,Email,Electronics,Positive,Support,The customer described a slow or unsatisfactory support experience.,561.77,0,0.597611111111111,Engagement reminder
16685,50,74995.0,25,7,96.64,25.97,3,10,0.612,156,2.6,Mobile,Electronics,Neutral,Availability,The customer mentioned stock availability and product access.,676.45,0,0.5976,Cross-sell
14506,66,70756.0,26,6,73.19,31.4,1,9,0.315,161,3.0,Email,Home,Neutral,Support,The customer described a slow or unsatisfactory support experience.,439.13,1,0.5975555555555556,Cross-sell
11879,42,67192.0,68,3,143.89,15.06,2,7,0.588,168,2.7,Web,Sports,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",431.67,1,0.5975388888888888,Engagement reminder
10551,22,81932.0,36,4,85.12,30.27,1,10,0.658,180,2.3,Web,Beauty,Negative,Support,The customer described a slow or unsatisfactory support experience.,340.48,0,0.5974277777777779,Engagement reminder
13407,37,42918.0,58,6,101.27,18.87,3,10,0.213,147,4.2,Email,Home,Positive,Availability,The customer mentioned stock availability and product access.,607.64,0,0.5974,Cross-sell
15901,30,83690.0,27,5,156.63,4.67,2,13,0.45,169,3.5,Email,Sports,Neutral,Price,The customer said the price was high and asked for a better offer.,783.15,0,0.5973611111111111,Engagement reminder
10158,57,37082.0,26,5,67.75,29.65,3,15,0.763,161,2.1,Mobile,Home,Negative,Support,The customer described a slow or unsatisfactory support experience.,338.74,0,0.5972611111111111,Engagement reminder
16311,32,61019.0,13,4,85.13,19.92,3,12,0.473,145,2.7,Email,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,340.51,1,0.5972055555555555,Engagement reminder
16445,64,33005.0,1,3,75.63,17.45,2,11,0.387,170,3.9,Email,Sports,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,226.9,1,0.5971833333333334,Engagement reminder
11302,68,74141.0,48,7,96.21,24.99,3,9,0.756,162,2.2,Mobile,Beauty,Negative,Product Quality,The customer raised concerns about product quality and durability.,673.5,0,0.5971333333333334,Cross-sell
13904,35,67438.0,26,6,87.44,23.0,1,9,0.472,158,2.0,Store,Home,Negative,Product Quality,The customer raised concerns about product quality and durability.,524.64,1,0.596988888888889,Cross-sell
10509,69,63375.0,28,7,108.73,38.91,2,13,0.352,160,3.5,Email,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,761.13,1,0.5969611111111112,Cross-sell
11324,60,71112.0,34,5,103.08,31.42,3,7,0.753,175,3.0,Email,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,515.41,0,0.5966222222222222,Engagement reminder
12422,24,65453.0,55,7,107.43,4.15,3,9,0.441,157,3.6,Email,Apparel,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,752.0,1,0.5965222222222222,Cross-sell
11785,62,43283.0,7,8,89.57,31.81,1,9,0.382,175,3.5,Web,Apparel,Neutral,Features,The customer discussed missing features and requested improvements.,716.59,0,0.5965166666666667,Cross-sell
15608,47,81542.0,21,2,51.71,30.64,2,8,0.652,180,3.1,Mobile,Sports,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,103.41,1,0.5964055555555556,Engagement reminder
14010,40,58602.0,69,7,147.19,35.92,2,14,0.489,167,3.2,Mobile,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,1030.33,0,0.5963666666666668,Cross-sell
16573,29,107047.0,16,2,59.53,5.16,0,15,0.19,160,2.9,Web,Beauty,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",119.06,0,0.5963055555555555,Engagement reminder
13540,60,72806.0,57,8,74.98,1.18,1,11,0.395,171,3.2,Email,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,599.86,0,0.5962777777777778,Cross-sell
17640,19,93044.0,63,4,91.74,23.86,2,9,0.65,173,2.7,Mobile,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,366.94,1,0.59625,Engagement reminder
10193,27,54040.0,47,6,133.81,34.49,2,8,0.635,175,2.9,Web,Sports,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",802.85,1,0.5961944444444444,Cross-sell
12871,51,74407.0,1,5,100.26,29.67,3,9,0.758,160,2.1,Email,Sports,Negative,Features,The customer discussed missing features and requested improvements.,501.28,0,0.5960388888888889,Engagement reminder
10149,22,59137.0,45,8,60.89,10.4,3,12,0.735,168,2.7,Web,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,487.08,0,0.5959166666666667,Cross-sell
11153,27,55455.0,3,9,105.09,22.3,2,11,0.517,171,3.3,Mobile,Sports,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,945.82,1,0.5959055555555556,Cross-sell
12773,58,53786.0,72,7,104.54,36.6,1,15,0.501,160,2.0,Web,Electronics,Negative,Product Quality,The customer raised concerns about product quality and durability.,731.76,0,0.5956333333333333,Cross-sell
14639,26,88673.0,61,4,93.15,0.13,3,11,0.38,146,3.3,Mobile,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,372.6,0,0.5955277777777778,Engagement reminder
12669,48,37722.0,2,4,102.33,29.9,4,8,0.766,180,4.0,Mobile,Home,Positive,Features,The customer discussed missing features and requested improvements.,409.31,0,0.595411111111111,Engagement reminder
17071,35,71874.0,9,5,64.52,29.15,3,10,0.446,162,3.9,Web,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,322.59,1,0.5953833333333334,Engagement reminder
13842,32,62932.0,6,3,125.76,15.56,2,15,0.579,178,3.4,Web,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,377.29,0,0.5953111111111111,Engagement reminder
14424,22,79050.0,37,8,87.01,1.04,5,2,0.689,147,3.2,Web,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,696.11,0,0.5952555555555555,Cross-sell
15927,29,77118.0,30,6,148.01,39.3,3,9,0.344,146,3.5,Email,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,888.09,0,0.5952277777777778,Cross-sell
11542,32,67426.0,10,5,28.01,11.23,3,9,0.481,160,3.6,Email,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,140.05,1,0.5951888888888889,Engagement reminder
14056,54,72177.0,20,6,114.76,7.78,5,7,0.842,159,3.1,Mobile,Sports,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",688.59,0,0.5950722222222222,Cross-sell
16410,57,63626.0,67,6,88.27,9.99,2,5,0.379,170,4.0,Mobile,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,529.64,0,0.5950333333333333,Cross-sell
15421,45,72810.0,45,6,75.08,30.26,2,9,0.477,167,3.3,Email,Apparel,Neutral,Features,The customer discussed missing features and requested improvements.,450.47,1,0.5950166666666667,Cross-sell
11269,24,46320.0,31,5,111.83,37.83,2,12,0.311,152,3.3,Email,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",559.13,1,0.5948833333333333,Engagement reminder
14809,43,87564.0,50,3,83.08,8.8,2,16,0.366,162,3.6,Email,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,249.23,1,0.5948555555555556,Engagement reminder
11599,32,64346.0,38,7,73.94,32.13,2,17,0.307,155,3.5,Store,Sports,Neutral,Support,The customer described a slow or unsatisfactory support experience.,517.55,1,0.5948500000000001,Cross-sell
16401,28,88272.0,8,5,80.38,29.86,3,14,0.728,177,3.3,Email,Electronics,Neutral,Support,The customer described a slow or unsatisfactory support experience.,401.92,1,0.5948166666666665,Engagement reminder
14996,34,55385.0,12,5,94.12,15.05,4,10,0.604,155,3.4,Email,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,470.59,1,0.5947555555555557,Engagement reminder
10435,68,56192.0,8,3,73.88,11.33,4,6,0.827,170,3.1,Email,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,221.65,1,0.5947388888888889,Engagement reminder
13379,54,62703.0,27,4,43.94,23.46,3,9,0.408,165,4.3,Web,Electronics,Positive,Support,The customer described a slow or unsatisfactory support experience.,175.77,0,0.59465,Engagement reminder
14429,65,79179.0,61,3,48.59,26.14,1,14,0.438,164,2.6,Web,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,145.76,0,0.5946222222222223,Engagement reminder
17355,19,71519.0,22,3,82.29,7.43,3,10,0.512,149,2.8,Email,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",246.86,1,0.5945444444444444,Engagement reminder
10212,30,22881.0,24,11,102.21,19.7,1,8,0.422,176,3.4,Mobile,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,1124.3,0,0.5944888888888888,Cross-sell
