customer_id,age,income,tenure_months,orders,avg_order_value,discount_pct,support_tickets,web_sessions,email_open_rate,days_since_purchase,rating,channel,category,sentiment,feedback_theme,feedback,revenue,churn
16051,35,65713.0,29,8,72.2,1.13,3,10,0.719,177,2.5,Web,Beauty,Neutral,Availability,The customer mentioned stock availability and product access.,577.61,0
17520,25,67105.0,3,7,60.51,17.31,1,14,0.635,103,3.3,Store,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,423.59,0
11800,18,65256.0,23,7,70.83,38.47,0,10,0.656,83,3.7,Web,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,495.81,0
14152,56,85061.0,55,8,134.12,2.11,2,10,0.624,63,4.9,Mobile,Apparel,Positive,Support,The customer described a slow or unsatisfactory support experience.,1072.97,0
15013,60,61564.0,25,4,77.75,2.4,3,8,0.707,121,3.8,Mobile,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,311.02,0
12803,27,71861.0,69,9,112.64,4.44,0,13,0.619,121,2.6,Store,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,1013.79,0
12731,35,70798.0,56,4,67.45,16.54,2,9,0.582,79,4.8,Email,Electronics,Positive,Support,The customer described a slow or unsatisfactory support experience.,269.79,0
12944,42,68153.0,27,4,103.56,32.88,1,11,0.984,104,2.7,Store,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,414.25,0
16564,67,88442.0,36,7,81.48,20.23,1,11,0.72,163,3.0,Web,Beauty,Neutral,Availability,The customer mentioned stock availability and product access.,570.37,0
10207,61,75396.0,31,7,72.72,7.63,2,8,0.667,46,3.8,Web,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,509.06,0
15147,33,91458.0,46,10,67.44,30.74,1,13,0.61,91,3.5,Email,Home,Neutral,Features,The customer discussed missing features and requested improvements.,674.36,0
14213,61,91294.0,23,4,102.55,21.24,1,5,0.646,173,5.0,Mobile,Apparel,Positive,Availability,The customer mentioned stock availability and product access.,410.2,0
15836,57,70381.0,48,11,137.8,17.68,1,7,0.71,9,4.2,Web,Beauty,Positive,Support,The customer described a slow or unsatisfactory support experience.,1515.79,0
15828,65,51093.0,43,7,36.24,8.11,3,10,0.58,151,3.1,Store,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",253.7,1
12291,67,70156.0,25,6,98.49,24.17,3,9,0.358,44,3.7,Email,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,590.94,0
13610,51,80405.0,27,5,131.91,19.49,3,10,0.504,162,2.9,Mobile,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,659.54,1
10176,65,83944.0,45,5,84.76,31.99,0,6,0.801,127,4.4,Web,Sports,Positive,Availability,The customer mentioned stock availability and product access.,423.81,1
13808,18,81024.0,48,5,87.28,19.13,2,8,0.769,90,5.0,Web,Home,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,436.4,0
13306,59,71350.0,14,5,124.13,35.54,0,8,0.636,93,3.9,Web,Home,Neutral,Support,The customer described a slow or unsatisfactory support experience.,620.64,0
16499,19,58313.0,70,8,68.51,28.86,3,8,0.838,131,2.7,Mobile,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,548.04,0
15736,34,58817.0,3,3,101.34,38.53,1,12,0.614,55,4.6,Mobile,Electronics,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,304.02,0
12989,19,59431.0,17,7,133.36,25.72,0,14,0.761,145,3.6,Email,Sports,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,933.52,0
17300,28,18000.0,2,3,120.69,14.71,2,19,0.433,81,3.8,Web,Beauty,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",362.08,0
14017,46,82107.0,33,4,86.31,13.19,0,9,0.687,165,2.9,Web,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,345.26,0
12465,38,71962.0,48,3,78.35,0.92,1,10,0.639,52,3.2,Mobile,Electronics,Neutral,Features,The customer discussed missing features and requested improvements.,235.04,0
15111,29,98653.0,68,7,70.58,29.08,0,8,0.777,101,3.6,Email,Electronics,Neutral,Availability,The customer mentioned stock availability and product access.,494.06,0
13672,29,48960.0,11,4,84.21,30.09,0,12,0.574,17,4.4,Mobile,Electronics,Positive,Price,The customer said the price was high and asked for a better offer.,336.83,0
17692,20,64528.0,20,5,78.5,6.88,0,9,0.565,132,4.9,Email,Sports,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,392.51,0
17053,69,90462.0,49,4,104.03,3.11,0,3,0.611,12,3.0,Store,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,416.12,0
10077,20,88795.0,44,4,109.0,37.27,2,8,0.339,178,4.6,Web,Beauty,Positive,Product Quality,The customer raised concerns about product quality and durability.,436.01,1
12009,54,71071.0,51,4,108.3,11.2,1,5,0.416,24,3.6,Store,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,433.22,0
13238,48,68966.0,67,6,98.89,11.4,0,12,0.814,150,3.8,Email,Apparel,Neutral,Price,The customer said the price was high and asked for a better offer.,593.31,0
15450,63,83217.0,71,7,109.05,4.76,1,11,0.292,71,4.6,Web,Electronics,Positive,Features,The customer discussed missing features and requested improvements.,763.37,0
14893,44,63018.0,19,6,92.02,19.96,2,10,0.314,160,3.8,Web,Apparel,Neutral,Product Quality,The customer raised concerns about product quality and durability.,552.1,0
17067,20,58428.0,3,5,80.47,37.57,2,6,0.631,20,3.4,Mobile,Apparel,Neutral,Price,The customer said the price was high and asked for a better offer.,402.33,0
11258,39,66942.0,62,4,140.14,25.78,0,7,0.664,136,4.1,Web,Home,Positive,Availability,The customer mentioned stock availability and product access.,560.57,0
15043,51,76911.0,54,4,55.22,6.99,0,14,0.371,133,5.0,Mobile,Sports,Positive,Availability,The customer mentioned stock availability and product access.,220.89,0
17294,45,76922.0,68,1,51.42,15.28,3,10,0.696,116,4.5,Email,Apparel,Positive,Availability,The customer mentioned stock availability and product access.,51.42,1
10926,32,110621.0,62,6,69.69,38.39,1,8,0.861,131,3.3,Email,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,418.12,0
15386,22,45922.0,12,8,47.56,21.11,2,7,0.71,39,3.0,Email,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,380.45,0
15219,29,66816.0,69,4,75.46,4.6,0,6,0.299,148,3.7,Mobile,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",301.84,1
10324,52,76007.0,66,5,64.73,22.96,2,12,0.653,68,3.5,Store,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,323.63,0
10333,32,81986.0,34,6,95.68,16.06,1,11,0.827,25,3.9,Web,Electronics,Neutral,Support,The customer described a slow or unsatisfactory support experience.,574.09,0
10438,51,85614.0,35,7,96.3,24.48,1,12,0.26,22,3.8,Web,Electronics,Neutral,Features,The customer discussed missing features and requested improvements.,674.11,1
12255,25,93806.0,56,7,98.54,5.31,1,25,0.4,112,4.4,Mobile,Beauty,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,689.79,1
15497,43,105241.0,24,7,45.38,5.06,0,9,0.532,120,5.0,Mobile,Apparel,Positive,Features,The customer discussed missing features and requested improvements.,317.69,0
17075,61,40002.0,44,9,86.22,17.36,0,9,0.777,136,4.1,Email,Home,Positive,Support,The customer described a slow or unsatisfactory support experience.,775.99,0
15475,27,31591.0,18,6,93.61,12.51,0,7,0.63,3,4.2,Web,Beauty,Positive,Returns,"The customer asked about returns, refunds, or the return process.",561.68,0
15715,34,92649.0,30,8,116.17,17.32,3,14,0.713,111,2.8,Web,Home,Neutral,Product Quality,The customer raised concerns about product quality and durability.,929.39,0
13185,53,90266.0,49,5,86.89,33.69,1,14,0.408,96,3.9,Web,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,434.47,0
11721,34,67764.0,55,5,87.03,1.47,1,6,0.613,90,4.2,Mobile,Apparel,Positive,Price,The customer said the price was high and asked for a better offer.,435.15,1
14451,53,71701.0,57,5,50.97,23.3,3,12,0.768,46,2.1,Email,Home,Negative,Support,The customer described a slow or unsatisfactory support experience.,254.86,0
15534,18,89941.0,48,7,133.72,25.08,2,7,0.883,89,2.8,Email,Beauty,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",936.03,0
16910,51,74737.0,25,3,130.42,19.04,3,8,0.372,3,4.9,Store,Apparel,Positive,Features,The customer discussed missing features and requested improvements.,391.26,0
14589,54,58175.0,58,3,76.48,31.08,2,13,0.537,88,5.0,Mobile,Home,Positive,Availability,The customer mentioned stock availability and product access.,229.45,0
17783,22,88608.0,39,12,118.13,23.13,1,14,0.84,23,4.4,Web,Apparel,Positive,Price,The customer said the price was high and asked for a better offer.,1417.56,0
16473,62,78039.0,40,2,67.2,4.8,0,13,0.367,8,3.8,Web,Beauty,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",134.39,0
17562,66,87706.0,17,4,115.45,17.85,1,14,0.509,2,2.8,Mobile,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,461.8,0
15377,33,63959.0,19,6,75.26,39.49,1,8,0.613,134,3.5,Email,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,451.58,0
11898,67,48504.0,56,3,108.29,10.26,0,9,0.831,12,4.0,Web,Apparel,Neutral,Price,The customer said the price was high and asked for a better offer.,324.86,0
16604,66,56075.0,13,7,76.76,38.78,1,10,0.487,131,4.0,Web,Sports,Neutral,Price,The customer said the price was high and asked for a better offer.,537.34,0
15058,35,93960.0,20,5,96.95,32.95,0,7,0.353,2,4.4,Store,Apparel,Positive,Availability,The customer mentioned stock availability and product access.,484.76,0
15838,61,54504.0,37,7,110.88,0.4,3,6,0.734,134,4.9,Email,Apparel,Positive,Support,The customer described a slow or unsatisfactory support experience.,776.14,0
12270,35,72290.0,22,7,116.33,31.12,2,9,0.873,108,4.6,Email,Electronics,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,814.3,0
10662,67,114067.0,3,4,52.24,20.89,0,8,0.279,96,3.8,Web,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,208.95,0
17758,19,92716.0,44,3,83.0,35.93,1,13,0.644,135,3.9,Web,Sports,Neutral,Availability,The customer mentioned stock availability and product access.,249.01,0
13792,38,85114.0,42,10,76.89,5.28,1,9,0.409,124,4.2,Mobile,Electronics,Positive,Product Quality,The customer raised concerns about product quality and durability.,768.87,0
14767,48,71820.0,29,5,74.85,3.05,0,8,0.723,35,3.2,Web,Apparel,Neutral,Availability,The customer mentioned stock availability and product access.,374.24,0
10490,21,78097.0,35,7,134.06,12.51,1,13,0.584,180,3.3,Email,Home,Neutral,Support,The customer described a slow or unsatisfactory support experience.,938.43,0
16944,42,52537.0,68,7,81.39,27.62,1,9,0.474,116,4.6,Email,Home,Positive,Product Quality,The customer raised concerns about product quality and durability.,569.75,0
12287,48,80884.0,11,6,57.09,37.09,3,13,0.494,12,3.8,Email,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,342.56,0
10096,47,76703.0,26,5,98.22,8.02,2,13,0.684,84,4.7,Web,Electronics,Positive,Support,The customer described a slow or unsatisfactory support experience.,491.11,0
12248,69,82838.0,19,7,106.2,28.99,2,9,0.868,77,5.0,Mobile,Electronics,Positive,Features,The customer discussed missing features and requested improvements.,743.38,0
11235,55,46387.0,60,12,78.61,33.18,3,9,0.559,2,2.4,Mobile,Electronics,Negative,Product Quality,The customer raised concerns about product quality and durability.,943.35,0
13746,39,81601.0,67,8,116.68,7.87,2,8,0.704,136,5.0,Email,Beauty,Positive,Features,The customer discussed missing features and requested improvements.,933.42,0
15284,41,72328.0,61,2,41.17,33.49,3,17,0.802,41,3.6,Web,Home,Neutral,Product Quality,The customer raised concerns about product quality and durability.,82.34,1
12635,59,36076.0,65,7,103.28,27.73,2,6,0.848,94,4.0,Store,Apparel,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,722.99,0
11410,38,71004.0,45,3,94.53,7.52,2,6,0.661,101,2.8,Email,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,283.6,0
11859,64,35232.0,43,6,111.31,37.37,1,9,0.633,140,3.4,Email,Apparel,Neutral,Support,The customer described a slow or unsatisfactory support experience.,667.87,0
11250,59,67261.0,10,8,102.59,8.44,0,11,0.57,16,3.1,Email,Home,Neutral,Support,The customer described a slow or unsatisfactory support experience.,820.73,0
16880,45,73823.0,2,5,117.88,25.86,1,9,0.534,55,3.0,Email,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,589.42,0
14115,54,39730.0,5,7,88.36,7.85,2,10,0.411,158,4.7,Email,Apparel,Positive,Features,The customer discussed missing features and requested improvements.,618.52,0
10435,68,56192.0,8,3,73.88,11.33,4,6,0.827,170,3.1,Email,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,221.65,1
13348,47,93814.0,11,4,75.9,36.06,1,12,0.334,128,3.2,Email,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,303.62,0
13704,56,75909.0,17,8,88.49,14.97,1,15,0.607,38,4.0,Web,Beauty,Positive,Returns,"The customer asked about returns, refunds, or the return process.",707.91,0
15701,29,81417.0,36,4,103.76,12.24,1,12,0.775,50,4.8,Web,Electronics,Positive,Product Quality,The customer raised concerns about product quality and durability.,415.04,0
15153,69,88734.0,66,6,80.12,11.45,3,12,0.888,146,3.0,Email,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,480.75,0
15776,34,75554.0,62,6,83.06,19.61,3,14,0.574,180,3.8,Email,Beauty,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,498.38,0
11524,19,64891.0,9,3,80.38,27.37,3,5,0.611,14,4.0,Mobile,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,241.14,0
10134,50,62573.0,51,4,109.97,3.01,4,6,0.261,79,4.4,Mobile,Sports,Positive,Product Quality,The customer raised concerns about product quality and durability.,439.87,0
13660,67,69535.0,58,6,119.83,4.12,2,14,0.423,9,4.8,Web,Home,Positive,Product Quality,The customer raised concerns about product quality and durability.,718.97,0
12602,53,48733.0,55,10,113.15,8.51,0,15,0.37,130,4.0,Mobile,Home,Neutral,Product Quality,The customer raised concerns about product quality and durability.,1131.49,0
12736,42,74183.0,68,6,73.54,31.6,4,14,0.723,64,1.7,Email,Electronics,Negative,Returns,"The customer asked about returns, refunds, or the return process.",441.23,0
17228,51,71244.0,68,4,85.19,11.96,0,11,0.581,68,3.9,Email,Electronics,Neutral,Price,The customer said the price was high and asked for a better offer.,340.76,0
16900,42,43815.0,53,9,88.16,8.64,1,14,0.553,6,4.1,Email,Sports,Positive,Returns,"The customer asked about returns, refunds, or the return process.",793.42,0
16244,39,81691.0,17,4,123.69,14.18,1,9,0.749,113,2.5,Email,Sports,Negative,Features,The customer discussed missing features and requested improvements.,494.78,0
10405,66,53389.0,26,8,51.39,11.08,0,14,0.347,158,3.6,Web,Sports,Neutral,Price,The customer said the price was high and asked for a better offer.,411.11,0
11648,41,48073.0,42,4,118.1,24.92,2,11,0.522,166,4.2,Mobile,Apparel,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,472.41,0
10487,59,45794.0,14,3,124.66,7.46,3,11,0.745,54,3.3,Web,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,373.99,1
12184,57,74576.0,35,10,115.26,3.65,1,6,0.519,106,5.0,Mobile,Electronics,Positive,Returns,"The customer asked about returns, refunds, or the return process.",1152.63,0
13764,62,80675.0,38,7,107.8,37.46,1,15,0.742,124,3.4,Mobile,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,754.59,1
12364,32,73305.0,49,2,79.36,20.15,3,13,0.782,125,5.0,Web,Apparel,Positive,Product Quality,The customer raised concerns about product quality and durability.,158.71,0
15664,22,50451.0,58,9,114.61,31.68,0,9,0.535,14,4.1,Email,Beauty,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,1031.49,0
10713,62,25148.0,44,2,153.16,28.46,2,6,0.724,154,3.6,Mobile,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,306.31,1
16987,66,67373.0,22,9,107.62,0.28,0,7,0.45,131,3.3,Email,Sports,Neutral,Support,The customer described a slow or unsatisfactory support experience.,968.57,0
10994,63,58725.0,63,3,70.02,18.01,1,12,0.673,46,5.0,Store,Apparel,Positive,Availability,The customer mentioned stock availability and product access.,210.05,0
14058,46,93468.0,9,8,90.78,21.04,1,9,0.771,52,4.3,Email,Beauty,Positive,Price,The customer said the price was high and asked for a better offer.,726.27,0
14785,42,114861.0,57,4,88.56,16.63,1,8,0.65,6,3.9,Store,Electronics,Neutral,Support,The customer described a slow or unsatisfactory support experience.,354.22,0
17719,43,64701.0,38,6,77.66,28.82,0,11,0.755,29,4.5,Email,Electronics,Positive,Features,The customer discussed missing features and requested improvements.,465.96,0
10146,28,79549.0,41,3,106.69,32.5,3,12,0.604,108,4.3,Web,Home,Positive,Price,The customer said the price was high and asked for a better offer.,320.08,0
15367,23,64442.0,61,4,66.6,16.61,0,13,0.829,113,4.2,Email,Electronics,Positive,Features,The customer discussed missing features and requested improvements.,266.39,0
16881,64,88527.0,19,8,56.39,20.06,3,12,0.818,120,3.0,Web,Beauty,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",451.09,0
17622,38,71562.0,33,6,123.82,6.25,1,12,0.869,114,3.5,Email,Electronics,Neutral,Features,The customer discussed missing features and requested improvements.,742.94,0
16270,66,88308.0,31,9,87.39,19.49,2,13,0.329,179,4.0,Email,Electronics,Positive,Price,The customer said the price was high and asked for a better offer.,786.51,0
16842,55,62673.0,49,6,127.83,35.17,1,8,0.884,49,4.6,Email,Electronics,Positive,Returns,"The customer asked about returns, refunds, or the return process.",766.97,0
10103,29,84558.0,25,6,87.76,17.09,1,13,0.579,67,3.5,Mobile,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,526.54,0
17164,60,95239.0,30,8,100.93,29.81,1,9,0.49,26,4.6,Email,Home,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,807.42,0
12608,45,83491.0,51,4,91.63,1.29,2,14,0.72,28,3.7,Web,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,366.52,0
10246,55,78635.0,57,6,106.75,3.0,2,10,0.724,166,3.3,Email,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",640.49,0
10017,66,72329.0,6,7,53.9,39.96,0,10,0.766,24,4.8,Web,Electronics,Positive,Availability,The customer mentioned stock availability and product access.,377.28,0
17043,43,71543.0,72,5,64.43,7.51,0,10,0.504,112,3.5,Web,Sports,Neutral,Support,The customer described a slow or unsatisfactory support experience.,322.14,0
13102,49,74288.0,42,5,102.25,36.68,1,11,0.678,106,4.1,Email,Apparel,Positive,Price,The customer said the price was high and asked for a better offer.,511.23,0
15261,63,67437.0,2,9,127.74,23.02,1,11,0.627,75,5.0,Email,Beauty,Positive,Support,The customer described a slow or unsatisfactory support experience.,1149.68,0
14306,37,60570.0,56,7,89.32,28.83,4,9,0.425,164,4.0,Web,Beauty,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",625.23,0
11142,38,74805.0,53,3,95.68,31.09,0,7,0.645,108,3.2,Store,Electronics,Neutral,Availability,The customer mentioned stock availability and product access.,287.04,0
17355,19,71519.0,22,3,82.29,7.43,3,10,0.512,149,2.8,Email,Apparel,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",246.86,1
10670,20,59063.0,3,3,134.09,36.6,3,6,0.403,137,3.9,Email,Electronics,Neutral,Features,The customer discussed missing features and requested improvements.,402.26,0
10363,62,103003.0,45,7,92.44,32.25,2,13,0.401,126,4.4,Email,Beauty,Positive,Availability,The customer mentioned stock availability and product access.,647.06,0
10943,47,54133.0,2,8,75.91,9.04,0,9,0.75,34,4.7,Mobile,Apparel,Positive,Product Quality,The customer raised concerns about product quality and durability.,607.26,0
13513,54,42172.0,45,7,67.69,6.33,3,4,0.67,141,4.1,Mobile,Beauty,Positive,Price,The customer said the price was high and asked for a better offer.,473.8,1
13915,43,80665.0,34,7,89.7,25.09,0,11,0.476,107,3.2,Email,Sports,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",627.89,0
16195,43,51368.0,8,7,47.69,4.71,1,13,0.81,46,4.2,Mobile,Home,Positive,Price,The customer said the price was high and asked for a better offer.,333.82,0
10542,24,50873.0,21,9,110.18,11.58,2,12,0.654,7,3.9,Email,Beauty,Neutral,Price,The customer said the price was high and asked for a better offer.,991.58,0
17890,26,85783.0,63,6,88.76,8.28,2,9,0.504,143,4.7,Mobile,Apparel,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,532.57,0
13335,59,77018.0,4,8,114.67,26.61,1,11,0.673,108,3.5,Web,Beauty,Neutral,Product Quality,The customer raised concerns about product quality and durability.,917.33,0
17143,45,62286.0,37,2,33.29,21.63,0,11,0.746,173,3.4,Web,Apparel,Neutral,Features,The customer discussed missing features and requested improvements.,66.59,0
11299,47,34697.0,7,8,59.74,31.38,0,12,0.822,124,2.6,Mobile,Beauty,Neutral,Support,The customer described a slow or unsatisfactory support experience.,477.93,0
12936,26,53262.0,67,7,73.42,13.22,0,7,0.378,95,2.7,Email,Home,Neutral,Product Quality,The customer raised concerns about product quality and durability.,513.93,0
10354,60,48737.0,60,5,88.17,10.87,1,9,0.694,112,3.9,Mobile,Electronics,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,440.86,0
13679,36,34827.0,1,3,137.15,12.01,2,10,0.679,79,4.2,Mobile,Electronics,Positive,Price,The customer said the price was high and asked for a better offer.,411.45,0
10872,25,95594.0,49,8,91.1,0.19,1,11,0.647,169,4.0,Mobile,Beauty,Positive,Support,The customer described a slow or unsatisfactory support experience.,728.77,0
13501,49,70195.0,67,8,87.33,35.12,1,12,0.55,70,4.0,Email,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,698.65,0
10704,66,58596.0,25,4,94.21,39.37,2,14,0.653,20,3.5,Web,Home,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,376.84,0
13561,44,73166.0,31,9,49.0,30.62,0,6,0.682,7,3.7,Email,Apparel,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,440.96,0
17205,50,67146.0,39,8,127.75,29.48,2,12,0.85,149,3.7,Mobile,Apparel,Neutral,Availability,The customer mentioned stock availability and product access.,1022.01,0
10173,33,68400.0,6,5,124.5,17.06,1,15,0.613,125,3.6,Email,Electronics,Neutral,Product Quality,The customer raised concerns about product quality and durability.,622.51,0
15271,59,64018.0,18,6,104.63,24.19,0,9,0.865,44,3.6,Web,Electronics,Neutral,Features,The customer discussed missing features and requested improvements.,627.81,0
14388,36,46646.0,10,6,64.68,14.3,2,9,0.6,104,4.1,Web,Electronics,Positive,Product Quality,The customer raised concerns about product quality and durability.,388.08,0
15109,53,71750.0,26,5,89.89,31.03,1,12,0.861,90,3.5,Web,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,449.45,0
11044,24,79351.0,11,5,35.47,8.01,0,10,0.492,112,4.0,Mobile,Electronics,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,177.34,0
17841,67,85589.0,35,5,106.31,36.78,1,10,0.761,66,3.5,Email,Home,Neutral,Availability,The customer mentioned stock availability and product access.,531.54,0
15762,61,63947.0,22,11,70.67,32.77,2,13,0.628,150,4.1,Email,Sports,Positive,Price,The customer said the price was high and asked for a better offer.,777.36,0
14469,45,36570.0,9,10,55.53,11.86,0,10,0.834,140,5.0,Mobile,Electronics,Positive,Returns,"The customer asked about returns, refunds, or the return process.",555.34,0
11287,33,72292.0,24,4,151.59,26.87,2,8,0.71,12,3.7,Web,Beauty,Neutral,Delivery,The customer mentioned delayed delivery and tracking concerns.,606.38,0
17467,56,75873.0,30,3,94.58,36.28,2,9,0.849,124,3.2,Email,Home,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",283.74,0
11793,27,59741.0,21,5,85.59,0.31,2,7,0.579,83,4.6,Web,Sports,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,427.96,0
15226,22,67969.0,42,10,80.03,35.54,1,10,0.684,27,3.7,Web,Apparel,Neutral,Features,The customer discussed missing features and requested improvements.,800.31,0
11509,46,92923.0,55,6,99.94,16.52,1,8,0.757,42,3.9,Email,Apparel,Neutral,Support,The customer described a slow or unsatisfactory support experience.,599.65,0
13580,40,85458.0,8,6,87.09,2.52,1,2,0.547,128,3.7,Web,Home,Neutral,Features,The customer discussed missing features and requested improvements.,522.51,0
10200,67,72116.0,61,8,79.27,37.28,0,15,0.419,23,5.0,Email,Electronics,Positive,Support,The customer described a slow or unsatisfactory support experience.,634.17,0
15594,40,47970.0,54,6,48.12,13.58,2,12,0.723,79,3.3,Email,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,288.72,0
16685,61,80733.0,27,3,94.28,20.16,0,8,0.289,30,4.2,Email,Home,Positive,Product Quality,The customer raised concerns about product quality and durability.,282.84,0
13454,36,48386.0,55,4,111.63,24.57,0,13,0.464,30,3.5,Mobile,Sports,Neutral,Product Quality,The customer raised concerns about product quality and durability.,446.51,0
16536,63,50755.0,2,9,71.34,38.46,1,9,0.538,126,4.6,Mobile,Beauty,Positive,Features,The customer discussed missing features and requested improvements.,642.06,0
11540,54,68515.0,31,4,49.21,1.42,2,10,0.846,68,3.2,Mobile,Home,Neutral,Price,The customer said the price was high and asked for a better offer.,196.83,0
10392,36,29446.0,67,1,60.29,26.63,0,13,0.688,137,3.2,Mobile,Home,Neutral,Support,The customer described a slow or unsatisfactory support experience.,60.29,0
10443,25,83994.0,13,5,70.7,5.23,0,11,0.76,3,4.1,Email,Beauty,Positive,Returns,"The customer asked about returns, refunds, or the return process.",353.52,1
10281,37,88307.0,54,7,122.21,39.77,0,11,0.462,44,4.0,Email,Beauty,Neutral,Features,The customer discussed missing features and requested improvements.,855.49,0
17391,36,74349.0,46,7,92.66,22.0,3,8,0.567,81,3.3,Web,Sports,Neutral,Availability,The customer mentioned stock availability and product access.,648.61,0
14363,38,76562.0,67,9,69.2,15.78,0,12,0.42,73,2.7,Store,Home,Neutral,Returns,"The customer asked about returns, refunds, or the return process.",622.84,0
12936,37,29070.0,68,10,112.65,12.29,3,7,0.565,177,3.4,Mobile,Electronics,Neutral,Features,The customer discussed missing features and requested improvements.,1126.54,0
11973,61,94445.0,12,7,36.19,4.92,0,17,0.762,157,4.2,Store,Sports,Positive,Product Quality,The customer raised concerns about product quality and durability.,253.35,0
16702,45,50348.0,18,7,82.71,2.68,0,10,0.743,1,3.6,Web,Sports,Neutral,Features,The customer discussed missing features and requested improvements.,578.96,0
13652,42,83065.0,9,5,111.52,19.47,1,10,0.397,171,4.2,Store,Electronics,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,557.61,1
13473,37,51302.0,62,5,119.24,21.37,1,11,0.672,149,4.4,Email,Home,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,596.21,0
12152,25,49241.0,58,9,80.06,28.22,2,16,0.669,4,4.1,Web,Apparel,Positive,Support,The customer described a slow or unsatisfactory support experience.,720.54,0
10537,25,77614.0,40,5,86.75,15.41,1,12,0.44,84,4.5,Mobile,Home,Positive,Price,The customer said the price was high and asked for a better offer.,433.74,0
14648,43,85347.0,59,5,18.0,25.89,1,10,0.505,32,4.1,Mobile,Apparel,Positive,Price,The customer said the price was high and asked for a better offer.,90.0,0
14452,55,59345.0,67,5,78.33,24.66,1,8,0.282,22,3.2,Email,Home,Neutral,Features,The customer discussed missing features and requested improvements.,391.64,0
16555,39,91715.0,11,6,57.66,6.68,1,6,0.623,101,4.6,Web,Sports,Positive,Delivery,The customer mentioned delayed delivery and tracking concerns.,345.94,0
